SPECIES,LATITUDE,LONGITUDE
"Myotis nattereri (Kuhl 1817)",56.06515400000001,12.689826
"Myotis nattereri (Kuhl 1817)",59.361598,18.036922
"Myotis nattereri (Kuhl 1817)",57.431052,15.275806
"Myotis nattereri (Kuhl 1817)",57.177661,16.453606
"Myotis nattereri (Kuhl 1817)",43.807764,7.68734
"Myotis nattereri (Kuhl 1817)",44.368316,7.669980000000001
"Myotis nattereri (Kuhl 1817)",49.676,13.911
"Myotis nattereri (Kuhl 1817)",49.133,13.564
"Myotis nattereri (Kuhl 1817)",51.229076,12.755326
"Myotis nattereri (Kuhl 1817)",51.370582,12.698189
"Myotis nattereri (Kuhl 1817)",51.312749,12.667717999999999
"Myotis nattereri (Kuhl 1817)",44.875957,7.201898
"Myotis nattereri (Kuhl 1817)",55.571017000000005,13.752111
"Myotis nattereri (Kuhl 1817)",55.569412,13.751833
"Myotis nattereri (Kuhl 1817)",56.180313,14.261257999999998
"Myotis nattereri (Kuhl 1817)",57.413866000000006,15.564884
"Myotis nattereri (Kuhl 1817)",56.077268000000004,12.770863
"Myotis nattereri (Kuhl 1817)",56.075283,12.769651
"Myotis nattereri (Kuhl 1817)",56.07250500000001,13.758498000000001
"Myotis nattereri (Kuhl 1817)",56.069437,13.770814000000001
"Myotis nattereri (Kuhl 1817)",56.175022999999996,14.261725
"Myotis nattereri (Kuhl 1817)",56.07804,13.796838000000001
"Myotis nattereri (Kuhl 1817)",50.816666999999995,4.516667
Myotis nattereri nattereri,50.2,4.9
"Myotis nattereri (Kuhl 1817)",50.8,5.633333
Myotis nattereri nattereri,50.166667,5.216667
"Myotis nattereri (Kuhl 1817)",50.518611,4.696667
Myotis nattereri nattereri,50.816666999999995,5.6666669999999995
Myotis nattereri nattereri,50.766667,4.433333
"Myotis nattereri (Kuhl 1817)",50.766667,4.433333
"Myotis nattereri (Kuhl 1817)",50.333333,4.7
"Myotis nattereri (Kuhl 1817)",44.166667,6.0
"Myotis nattereri (Kuhl 1817)",50.25,4.7
"Myotis nattereri (Kuhl 1817)",50.766667,5.633333
Myotis nattereri nattereri,50.416667,5.8
Myotis nattereri nattereri,50.383333,4.866667
"Myotis nattereri (Kuhl 1817)",50.333333,4.35
"Myotis nattereri (Kuhl 1817)",50.566666999999995,5.4166669999999995
"Myotis nattereri (Kuhl 1817)",50.57,4.89
Myotis nattereri nattereri,50.3,4.85
"Myotis nattereri (Kuhl 1817)",50.783333,5.466667
"Myotis nattereri (Kuhl 1817)",50.45,6.116667
"Myotis nattereri (Kuhl 1817)",51.24107,4.58336
"Myotis nattereri (Kuhl 1817)",57.457381999999996,15.259035
"Myotis nattereri (Kuhl 1817)",58.397110999999995,12.455167999999999
"Myotis nattereri (Kuhl 1817)",58.305546,12.402096
"Myotis nattereri (Kuhl 1817)",58.331976,12.389358
"Myotis nattereri (Kuhl 1817)",58.403325,12.318103
"Myotis nattereri (Kuhl 1817)",58.60619499999999,12.196723
"Myotis nattereri (Kuhl 1817)",60.486290000000004,16.238181
"Myotis nattereri (Kuhl 1817)",58.07784,16.155661
"Myotis nattereri (Kuhl 1817)",57.209258,15.023326
"Myotis nattereri (Kuhl 1817)",60.11876899999999,16.231497
"Myotis nattereri (Kuhl 1817)",60.08661,17.518819
"Myotis nattereri (Kuhl 1817)",59.306013,16.205868
"Myotis nattereri (Kuhl 1817)",60.117305,16.235126
"Myotis nattereri (Kuhl 1817)",60.11871,16.234803
"Myotis nattereri (Kuhl 1817)",57.202096,12.562005000000001
"Myotis nattereri (Kuhl 1817)",55.976997999999995,13.447789000000002
"Myotis nattereri (Kuhl 1817)",55.993772,13.422744
"Myotis nattereri (Kuhl 1817)",63.270865,16.990151
"Myotis nattereri (Kuhl 1817)",60.491556,16.283375
"Myotis nattereri (Kuhl 1817)",62.583921999999994,16.673396
"Myotis nattereri (Kuhl 1817)",57.87530699999999,12.2631
"Myotis nattereri (Kuhl 1817)",57.856902000000005,13.716655
"Myotis nattereri (Kuhl 1817)",60.115621999999995,16.235647
"Myotis nattereri (Kuhl 1817)",57.37510699999999,15.133495000000002
"Myotis nattereri (Kuhl 1817)",57.87294300000001,12.242214
"Myotis nattereri (Kuhl 1817)",57.884373,15.092532
"Myotis nattereri (Kuhl 1817)",60.497383,16.236670999999998
"Myotis nattereri (Kuhl 1817)",57.919270999999995,15.101749
"Myotis nattereri (Kuhl 1817)",59.680551,13.699766
"Myotis nattereri (Kuhl 1817)",58.882068999999994,14.14269
"Myotis nattereri (Kuhl 1817)",57.187509999999996,14.997913
"Myotis nattereri (Kuhl 1817)",56.473890000000004,15.947962
"Myotis nattereri (Kuhl 1817)",60.118151,16.230195000000002
"Myotis nattereri (Kuhl 1817)",56.537057,15.850270000000002
"Myotis nattereri (Kuhl 1817)",63.440987,15.999247
"Myotis nattereri (Kuhl 1817)",56.47435600000001,15.966764000000001
"Myotis nattereri (Kuhl 1817)",56.686735999999996,15.917796
"Myotis nattereri (Kuhl 1817)",57.878866,14.492431
"Myotis nattereri (Kuhl 1817)",56.67366,15.987801999999999
"Myotis nattereri (Kuhl 1817)",57.864332999999995,13.745589
"Myotis nattereri (Kuhl 1817)",58.098031000000006,14.562014000000001
"Myotis nattereri (Kuhl 1817)",57.894262,14.518139999999999
"Myotis nattereri (Kuhl 1817)",57.861041,13.111918
"Myotis nattereri (Kuhl 1817)",58.08514399999999,16.142726
"Myotis nattereri (Kuhl 1817)",58.07708,16.156451999999998
"Myotis nattereri (Kuhl 1817)",56.681230000000006,15.914042000000002
"Myotis nattereri (Kuhl 1817)",56.497187,15.971076
"Myotis nattereri (Kuhl 1817)",56.535462,15.863781
"Myotis nattereri (Kuhl 1817)",55.977340000000005,13.447717
"Myotis nattereri (Kuhl 1817)",58.827728,12.306389
"Myotis nattereri (Kuhl 1817)",62.876012,15.674982
"Myotis nattereri (Kuhl 1817)",58.836775,12.309847999999999
"Myotis nattereri (Kuhl 1817)",60.11726899999999,16.238260999999998
"Myotis nattereri (Kuhl 1817)",58.823701,12.317115
"Myotis nattereri (Kuhl 1817)",57.640457,16.241001
"Myotis nattereri (Kuhl 1817)",60.084669999999996,17.514175
"Myotis nattereri (Kuhl 1817)",56.686184,15.865694
"Myotis nattereri (Kuhl 1817)",57.884402,15.092667
"Myotis nattereri (Kuhl 1817)",56.384840000000004,15.965864999999999
"Myotis nattereri (Kuhl 1817)",57.838535,18.689387
"Myotis nattereri (Kuhl 1817)",56.522665,15.828558
"Myotis nattereri (Kuhl 1817)",57.841958999999996,18.684904
"Myotis nattereri (Kuhl 1817)",57.208206999999994,14.998362
"Myotis nattereri (Kuhl 1817)",55.571205000000006,12.922274
"Myotis nattereri (Kuhl 1817)",56.445375,16.070510000000002
"Myotis nattereri (Kuhl 1817)",57.677753,14.082431
"Myotis nattereri (Kuhl 1817)",58.196288,12.26778
"Myotis nattereri (Kuhl 1817)",58.249446,12.393113
"Myotis nattereri (Kuhl 1817)",58.253156999999995,12.26698
"Myotis nattereri (Kuhl 1817)",58.235834,12.194217
"Myotis nattereri (Kuhl 1817)",58.30080699999999,12.506317999999998
"Myotis nattereri (Kuhl 1817)",58.198271,12.224212
"Myotis nattereri (Kuhl 1817)",57.659136,12.519955
"Myotis nattereri (Kuhl 1817)",57.666368000000006,12.163656
"Myotis nattereri (Kuhl 1817)",58.958799,17.491007
"Myotis nattereri (Kuhl 1817)",59.082192000000006,17.593073999999998
"Myotis nattereri (Kuhl 1817)",59.119719999999994,17.615639
"Myotis nattereri (Kuhl 1817)",56.298536999999996,15.06773
"Myotis nattereri (Kuhl 1817)",56.2994,15.074879999999999
"Myotis nattereri (Kuhl 1817)",57.883967000000005,18.896314
"Myotis nattereri (Kuhl 1817)",57.85875600000001,19.027917000000002
"Myotis nattereri (Kuhl 1817)",57.852518999999994,18.975177
"Myotis nattereri (Kuhl 1817)",57.885185,18.895352
"Myotis nattereri (Kuhl 1817)",57.883518,18.897886
"Myotis nattereri (Kuhl 1817)",56.592499,16.432351
"Myotis nattereri (Kuhl 1817)",57.197472999999995,16.976460999999997
"Myotis nattereri (Kuhl 1817)",58.260245999999995,14.210557000000001
"Myotis nattereri (Kuhl 1817)",55.67161899999999,13.762773999999999
"Myotis nattereri (Kuhl 1817)",56.575168999999995,14.98451
"Myotis nattereri (Kuhl 1817)",56.097141,14.701585000000001
"Myotis nattereri (Kuhl 1817)",55.802727000000004,13.943282
"Myotis nattereri (Kuhl 1817)",56.223693000000004,14.361842999999999
"Myotis nattereri (Kuhl 1817)",56.924251,12.746833
"Myotis nattereri (Kuhl 1817)",56.080326,14.368463
"Myotis nattereri (Kuhl 1817)",56.181693,14.038943
"Myotis nattereri (Kuhl 1817)",56.184653000000004,14.054932999999998
"Myotis nattereri (Kuhl 1817)",56.183682999999995,14.042384
"Myotis nattereri (Kuhl 1817)",56.179178,14.568743
"Myotis nattereri (Kuhl 1817)",55.583504000000005,13.579742000000001
"Myotis nattereri (Kuhl 1817)",55.710418999999995,13.589955999999999
"Myotis nattereri (Kuhl 1817)",55.971534,13.050473
"Myotis nattereri (Kuhl 1817)",55.972328000000005,13.054066
"Myotis nattereri (Kuhl 1817)",56.48906899999999,16.087812
"Myotis nattereri (Kuhl 1817)",56.12409399999999,14.532576
"Myotis nattereri (Kuhl 1817)",61.47718199999999,16.388002
"Myotis nattereri (Kuhl 1817)",61.477185999999996,16.386870000000002
"Myotis nattereri (Kuhl 1817)",61.571888,16.444676
"Myotis nattereri (Kuhl 1817)",60.473746,16.375228
"Myotis nattereri (Kuhl 1817)",61.40647,16.552339
"Myotis nattereri (Kuhl 1817)",60.441275,17.237619
"Myotis nattereri (Kuhl 1817)",61.53434300000001,16.881985
"Myotis nattereri (Kuhl 1817)",55.772806,13.482464000000002
"Myotis nattereri (Kuhl 1817)",55.830214,13.392632
"Myotis nattereri (Kuhl 1817)",55.902029000000006,13.392767000000001
"Myotis nattereri (Kuhl 1817)",55.528448,13.710187
"Myotis nattereri (Kuhl 1817)",56.021139,13.264847
"Myotis nattereri (Kuhl 1817)",56.024232,13.228645000000002
"Myotis nattereri (Kuhl 1817)",56.015214,13.245999999999999
"Myotis nattereri (Kuhl 1817)",56.018473,13.252826999999998
"Myotis nattereri (Kuhl 1817)",57.418006999999996,15.932807
"Myotis nattereri (Kuhl 1817)",55.826177,14.074264999999999
"Myotis nattereri (Kuhl 1817)",55.71984200000001,13.953504
"Myotis nattereri (Kuhl 1817)",56.086361,13.461569
"Myotis nattereri (Kuhl 1817)",55.72033199999999,13.954016000000001
"Myotis nattereri (Kuhl 1817)",56.085969999999996,13.534126
"Myotis nattereri (Kuhl 1817)",59.24809499999999,18.622651
"Myotis nattereri (Kuhl 1817)",56.055199,13.714526000000001
"Myotis nattereri (Kuhl 1817)",56.078171,13.917239000000002
"Myotis nattereri (Kuhl 1817)",59.406020999999996,17.766510999999998
"Myotis nattereri (Kuhl 1817)",59.448752,17.853028
"Myotis nattereri (Kuhl 1817)",59.455709999999996,17.834262
"Myotis nattereri (Kuhl 1817)",59.410035,17.764688
"Myotis nattereri (Kuhl 1817)",59.42811,17.859415
"Myotis nattereri (Kuhl 1817)",59.42419,17.782969
"Myotis nattereri (Kuhl 1817)",59.431039,17.886544
"Myotis nattereri (Kuhl 1817)",55.646533999999996,13.421207999999998
"Myotis nattereri (Kuhl 1817)",55.642621,13.414183
"Myotis nattereri (Kuhl 1817)",55.672014000000004,13.359304999999999
"Myotis nattereri (Kuhl 1817)",57.305983999999995,12.466325
"Myotis nattereri (Kuhl 1817)",57.550175,12.884788
"Myotis nattereri (Kuhl 1817)",57.385645,12.677888000000001
"Myotis nattereri (Kuhl 1817)",57.556763000000004,12.532019
"Myotis nattereri (Kuhl 1817)",57.353035,12.464996000000001
"Myotis nattereri (Kuhl 1817)",57.36519200000001,12.474482
"Myotis nattereri (Kuhl 1817)",57.420726,12.420422
"Myotis nattereri (Kuhl 1817)",57.443627,12.459184
"Myotis nattereri (Kuhl 1817)",53.311328,-6.223612
"Myotis nattereri (Kuhl 1817)",51.285618,-0.264558
"Myotis nattereri (Kuhl 1817)",55.897326,9.558383000000001
"Myotis nattereri (Kuhl 1817)",56.05636,12.670293
"Myotis nattereri (Kuhl 1817)",55.242051000000004,12.403209
"Myotis nattereri (Kuhl 1817)",55.179778000000006,14.920335999999999
"Myotis nattereri (Kuhl 1817)",55.179781000000006,15.077368
"Myotis nattereri (Kuhl 1817)",55.269415,14.762777
"Myotis nattereri (Kuhl 1817)",55.17955799999999,14.763319000000001
"Myotis nattereri (Kuhl 1817)",55.089918000000004,14.920507999999998
"Myotis nattereri (Kuhl 1817)",55.089786,14.763814000000002
"Myotis nattereri (Kuhl 1817)",55.783919,11.470435
"Myotis nattereri (Kuhl 1817)",55.26837,9.549526
"Myotis nattereri (Kuhl 1817)",55.089259,9.390391000000001
"Myotis nattereri (Kuhl 1817)",54.889146999999994,11.259409
"Myotis nattereri (Kuhl 1817)",54.999398,9.389519
"Myotis nattereri (Kuhl 1817)",55.269376,8.762626
"Myotis nattereri (Kuhl 1817)",55.346030000000006,10.812192
"Myotis nattereri (Kuhl 1817)",56.794863,9.735369
"Myotis nattereri (Kuhl 1817)",56.970634,10.232313000000001
"Myotis nattereri (Kuhl 1817)",54.78979,11.720553
"Myotis nattereri (Kuhl 1817)",54.796363,11.409811
"Myotis nattereri (Kuhl 1817)",54.799351,11.254395
"Myotis nattereri (Kuhl 1817)",56.2567,9.563604
"Myotis nattereri (Kuhl 1817)",56.880818999999995,10.229356
"Myotis nattereri (Kuhl 1817)",56.437435,9.241922
"Myotis nattereri (Kuhl 1817)",56.437644999999996,9.079748
"Myotis nattereri (Kuhl 1817)",49.971111,8.89826
"Myotis nattereri (Kuhl 1817)",50.552772999999995,9.043379
"Myotis nattereri (Kuhl 1817)",50.444168,8.227386
"Myotis nattereri (Kuhl 1817)",52.225922,7.749661
"Myotis nattereri (Kuhl 1817)",50.081654,8.907423
"Myotis nattereri (Kuhl 1817)",49.414688,8.415989999999999
"Myotis nattereri (Kuhl 1817)",51.59203,7.82987
"Myotis nattereri (Kuhl 1817)",50.354717,8.242707000000001
"Myotis nattereri (Kuhl 1817)",49.65974,8.970895
"Myotis nattereri (Kuhl 1817)",49.372169,8.334837
"Myotis nattereri (Kuhl 1817)",49.614048,8.374715
"Myotis nattereri (Kuhl 1817)",52.299896000000004,9.799655
"Myotis nattereri (Kuhl 1817)",51.892979,8.876483
"Myotis nattereri (Kuhl 1817)",52.213814,9.88306
"Myotis nattereri (Kuhl 1817)",51.073452,10.152467999999999
"Myotis nattereri (Kuhl 1817)",50.01725,8.55686
"Myotis nattereri (Kuhl 1817)",50.012321,8.56508
"Myotis nattereri (Kuhl 1817)",51.296748,12.766374
"Myotis nattereri (Kuhl 1817)",51.370593,12.72839
"Myotis nattereri (Kuhl 1817)",48.906090999999996,4.002157
"Myotis nattereri (Kuhl 1817)",45.138033,10.436032
"Myotis nattereri (Kuhl 1817)",45.051876,7.244762
"Myotis nattereri (Kuhl 1817)",60.26165,10.694391
"Myotis nattereri (Kuhl 1817)",48.09982,20.595369
"Myotis nattereri (Kuhl 1817)",58.66,25.24
"Myotis nattereri (Kuhl 1817)",58.88,26.27
"Myotis nattereri (Kuhl 1817)",59.03,27.11
"Myotis nattereri (Kuhl 1817)",58.360581999999994,15.619924
"Myotis nattereri (Kuhl 1817)",58.366175,15.614498000000001
"Myotis nattereri (Kuhl 1817)",58.371065,15.619538
"Myotis nattereri (Kuhl 1817)",58.365967000000005,15.603960999999998
"Myotis nattereri (Kuhl 1817)",58.385501,15.619089
"Myotis nattereri (Kuhl 1817)",52.683333,-1.283333
"Myotis nattereri (Kuhl 1817)",52.65,0.9
"Myotis nattereri (Kuhl 1817)",51.766667,-1.25
"Myotis nattereri (Kuhl 1817)",52.71666999999999,-0.78333
"Myotis nattereri (Kuhl 1817)",49.2,2.46667
Myotis nattereri nattereri,48.900002,4.0
"Myotis nattereri (Kuhl 1817)",49.477779999999996,8.67278
"Myotis nattereri (Kuhl 1817)",51.268739000000004,0.539506
"Myotis nattereri (Kuhl 1817)",51.25,0.1167
"Myotis nattereri (Kuhl 1817)",51.0404,-0.6797
"Myotis nattereri (Kuhl 1817)",47.52324,9.23245
"Myotis nattereri (Kuhl 1817)",47.5211,9.3652
"Myotis nattereri (Kuhl 1817)",50.759029999999996,9.4024
"Myotis nattereri (Kuhl 1817)",46.17787,5.95009
"Myotis nattereri (Kuhl 1817)",43.22,-3.78
"Myotis nattereri (Kuhl 1817)",48.56497,-0.45711999999999997
"Myotis nattereri (Kuhl 1817)",45.61071,5.75908
"Myotis nattereri (Kuhl 1817)",42.58333,2.45255
"Myotis nattereri (Kuhl 1817)",46.6349,2.80392
"Myotis nattereri (Kuhl 1817)",46.724940000000004,2.8036
"Myotis nattereri (Kuhl 1817)",46.88944,4.90452
"Myotis nattereri (Kuhl 1817)",44.25116,6.068919999999999
"Myotis nattereri (Kuhl 1817)",46.05404,6.04019
"Myotis nattereri (Kuhl 1817)",45.8807,5.77259
"Myotis nattereri (Kuhl 1817)",48.48959,0.08963
"Myotis nattereri (Kuhl 1817)",44.47361,3.31431
"Myotis nattereri (Kuhl 1817)",43.68388,6.907310000000001
"Myotis nattereri (Kuhl 1817)",46.136790000000005,6.30405
"Myotis nattereri (Kuhl 1817)",43.82472,5.05112
"Myotis nattereri (Kuhl 1817)",45.6075,5.8873
"Myotis nattereri (Kuhl 1817)",48.06342,4.6782
"Myotis nattereri (Kuhl 1817)",49.601820000000004,3.7604800000000003
"Myotis nattereri (Kuhl 1817)",43.769220000000004,7.03747
"Myotis nattereri (Kuhl 1817)",44.0747,5.93447
"Myotis nattereri (Kuhl 1817)",46.406690000000005,6.32038
"Myotis nattereri (Kuhl 1817)",46.72464,2.67266
"Myotis nattereri (Kuhl 1817)",43.58484,7.148439999999999
"Myotis nattereri (Kuhl 1817)",42.33905,8.75955
"Myotis nattereri (Kuhl 1817)",47.1548,5.17795
"Myotis nattereri (Kuhl 1817)",47.78711,5.07024
"Myotis nattereri (Kuhl 1817)",42.67253,2.32987
"Myotis nattereri (Kuhl 1817)",46.713440000000006,1.36353
"Myotis nattereri (Kuhl 1817)",44.80948,0.65988
"Myotis nattereri (Kuhl 1817)",43.98135,6.05439
"Myotis nattereri (Kuhl 1817)",47.0672,5.0426
"Myotis nattereri (Kuhl 1817)",48.06985,4.14127
"Myotis nattereri (Kuhl 1817)",45.64438,2.80743
"Myotis nattereri (Kuhl 1817)",44.32595,6.575
"Myotis nattereri (Kuhl 1817)",45.85497,6.67415
"Myotis nattereri (Kuhl 1817)",44.28458,4.44108
"Myotis nattereri (Kuhl 1817)",44.49734,6.837680000000001
"Myotis nattereri (Kuhl 1817)",44.291000000000004,3.8145800000000003
"Myotis nattereri (Kuhl 1817)",48.69747,7.8265199999999995
"Myotis nattereri (Kuhl 1817)",46.04298,6.42784
"Myotis nattereri (Kuhl 1817)",42.6717,2.20804
"Myotis nattereri (Kuhl 1817)",46.30472,6.70437
"Myotis nattereri (Kuhl 1817)",43.26207,6.01631
"Myotis nattereri (Kuhl 1817)",48.60822,1.71134
"Myotis nattereri (Kuhl 1817)",48.21649,-0.03003
"Myotis nattereri (Kuhl 1817)",45.94492,6.680160000000001
"Myotis nattereri (Kuhl 1817)",45.6906,6.1488
"Myotis nattereri (Kuhl 1817)",43.8591,7.043830000000001
Myotis nattereri nattereri,48.69955,1.8449900000000001
"Myotis nattereri (Kuhl 1817)",45.53694,1.0137399999999999
"Myotis nattereri (Kuhl 1817)",49.68694,4.31578
"Myotis nattereri (Kuhl 1817)",43.844640000000005,-1.41636
"Myotis nattereri (Kuhl 1817)",49.3106,5.40639
"Myotis nattereri (Kuhl 1817)",43.06749,-0.49727
"Myotis nattereri (Kuhl 1817)",44.11421,7.437310000000001
"Myotis nattereri (Kuhl 1817)",48.56883,-0.32171
"Myotis nattereri (Kuhl 1817)",43.0714,-0.37471
"Myotis nattereri (Kuhl 1817)",44.29186,3.6892699999999996
"Myotis nattereri (Kuhl 1817)",42.883759999999995,-0.6086
"Myotis nattereri (Kuhl 1817)",46.0505,6.16942
"Myotis nattereri (Kuhl 1817)",45.68693,6.27718
"Myotis nattereri (Kuhl 1817)",43.16126,-0.37995999999999996
"Myotis nattereri (Kuhl 1817)",42.8917,-0.36426
"Myotis nattereri (Kuhl 1817)",48.609609999999996,1.84697
"Myotis nattereri (Kuhl 1817)",46.593920000000004,6.07036
"Myotis nattereri (Kuhl 1817)",41.77433,9.18577
"Myotis nattereri (Kuhl 1817)",45.94065,6.809089999999999
"Myotis nattereri (Kuhl 1817)",48.511179999999996,4.82794
"Myotis nattereri (Kuhl 1817)",48.33976,4.14712
"Myotis nattereri (Kuhl 1817)",42.80186,-0.35906
"Myotis nattereri (Kuhl 1817)",48.3333,4.6868
"Myotis nattereri (Kuhl 1817)",45.62915,1.13881
"Myotis nattereri (Kuhl 1817)",48.24688,4.41456
"Myotis nattereri (Kuhl 1817)",46.312870000000004,6.44476
"Myotis nattereri (Kuhl 1817)",46.62342,1.36624
"Myotis nattereri (Kuhl 1817)",47.89385,2.3978200000000003
"Myotis nattereri (Kuhl 1817)",45.7907,5.76807
"Myotis nattereri (Kuhl 1817)",44.46286,4.57134
"Myotis nattereri (Kuhl 1817)",44.591570000000004,6.717960000000001
"Myotis nattereri (Kuhl 1817)",44.738929999999996,4.07372
"Myotis nattereri (Kuhl 1817)",46.05744,5.91094
"Myotis nattereri (Kuhl 1817)",44.29315,3.4386300000000003
"Myotis nattereri (Kuhl 1817)",43.34845,6.1442
"Myotis nattereri (Kuhl 1817)",42.87958,-0.73075
"Myotis nattereri (Kuhl 1817)",45.340740000000004,5.7457
"Myotis nattereri (Kuhl 1817)",45.596959999999996,6.27185
"Myotis nattereri (Kuhl 1817)",49.3322,2.24349
"Myotis nattereri (Kuhl 1817)",47.70701,4.4002300000000005
"Myotis nattereri (Kuhl 1817)",43.12425,2.9386
"Myotis nattereri (Kuhl 1817)",45.62696,1.01051
"Myotis nattereri (Kuhl 1817)",43.93257,3.5604
"Myotis nattereri (Kuhl 1817)",43.73915,4.79976
"Myotis nattereri (Kuhl 1817)",46.038999999999994,6.55702
"Myotis nattereri (Kuhl 1817)",44.50165,6.712039999999999
"Myotis nattereri (Kuhl 1817)",45.78747,5.89671
"Myotis nattereri (Kuhl 1817)",44.64891,4.072
"Myotis nattereri (Kuhl 1817)",48.45353,7.12677
"Myotis nattereri (Kuhl 1817)",43.77814,6.78941
"Myotis nattereri (Kuhl 1817)",42.793929999999996,-0.6030300000000001
"Myotis nattereri (Kuhl 1817)",43.93313,3.4358699999999995
"Myotis nattereri (Kuhl 1817)",45.53913,1.14183
"Myotis nattereri (Kuhl 1817)",44.359559999999995,5.32153
"Myotis nattereri (Kuhl 1817)",47.7299,7.20425
"Myotis nattereri (Kuhl 1817)",48.882670000000005,3.74997
"Myotis nattereri (Kuhl 1817)",55.922988000000004,13.732752
"Myotis nattereri (Kuhl 1817)",53.55301899999999,-9.369997999999999
"Myotis nattereri (Kuhl 1817)",53.55996999999999,-9.351358
"Myotis nattereri (Kuhl 1817)",53.007914,-6.339648
"Myotis nattereri (Kuhl 1817)",53.007705,-6.324757
"Myotis nattereri (Kuhl 1817)",53.989630000000005,-8.237044000000001
"Myotis nattereri (Kuhl 1817)",52.065914,-9.539132
"Myotis nattereri (Kuhl 1817)",52.926225,-8.96054
"Myotis nattereri (Kuhl 1817)",51.759887,-9.572157
"Myotis nattereri (Kuhl 1817)",57.08430799999999,18.30904
"Myotis nattereri (Kuhl 1817)",59.248343000000006,18.623549
"Myotis nattereri (Kuhl 1817)",56.681077,15.913916
"Myotis nattereri (Kuhl 1817)",58.91809,17.922414
"Myotis nattereri (Kuhl 1817)",60.26159499999999,10.693791000000001
"Myotis nattereri (Kuhl 1817)",59.877708,16.662967000000002
"Myotis nattereri (Kuhl 1817)",50.334557000000004,7.2405610000000005
"Myotis nattereri (Kuhl 1817)",50.990932,7.445751
"Myotis nattereri (Kuhl 1817)",49.941776000000004,10.4085
"Myotis nattereri (Kuhl 1817)",49.658573,7.958694
"Myotis nattereri (Kuhl 1817)",49.90514,10.391607
"Myotis nattereri (Kuhl 1817)",50.637539000000004,8.287296000000001
"Myotis nattereri (Kuhl 1817)",51.12036,7.127935000000001
"Myotis nattereri (Kuhl 1817)",51.116747,7.131453
"Myotis nattereri (Kuhl 1817)",50.021543,6.187619000000001
"Myotis nattereri (Kuhl 1817)",49.352721,8.160789999999999
"Myotis nattereri (Kuhl 1817)",49.057929,7.638700999999999
"Myotis nattereri (Kuhl 1817)",49.047389,7.760338000000001
"Myotis nattereri (Kuhl 1817)",42.3,8.9
"Myotis nattereri (Kuhl 1817)",42.1,9.3
"Myotis nattereri (Kuhl 1817)",44.8,2.7
"Myotis nattereri (Kuhl 1817)",44.8,2.8
"Myotis nattereri (Kuhl 1817)",44.6,5.3
"Myotis nattereri (Kuhl 1817)",44.3,1.8
"Myotis nattereri (Kuhl 1817)",44.5,2.8
"Myotis nattereri (Kuhl 1817)",44.3,4.3
"Myotis nattereri (Kuhl 1817)",40.8,21.0
"Myotis nattereri (Kuhl 1817)",47.1,2.4
"Myotis nattereri (Kuhl 1817)",54.0,-7.4
"Myotis nattereri (Kuhl 1817)",51.1,8.8
"Myotis nattereri (Kuhl 1817)",47.0,2.3
"Myotis nattereri (Kuhl 1817)",46.7,2.4
"Myotis nattereri (Kuhl 1817)",49.0,6.6
"Myotis nattereri (Kuhl 1817)",42.76,-1.35
"Myotis nattereri (Kuhl 1817)",41.69,2.7
"Myotis nattereri (Kuhl 1817)",42.85,-1.84
"Myotis nattereri (Kuhl 1817)",39.88,4.34
"Myotis nattereri (Kuhl 1817)",42.49,-1.36
"Myotis nattereri (Kuhl 1817)",38.86,0.06
"Myotis nattereri (Kuhl 1817)",41.69,2.34
"Myotis nattereri (Kuhl 1817)",41.76,1.14
"Myotis nattereri (Kuhl 1817)",43.12,-1.96
"Myotis nattereri (Kuhl 1817)",43.31,-3.31
"Myotis nattereri (Kuhl 1817)",39.97,4.0
"Myotis nattereri (Kuhl 1817)",43.03,-1.59
"Myotis nattereri (Kuhl 1817)",41.4,1.27
"Myotis nattereri (Kuhl 1817)",43.22,-3.31
"Myotis nattereri (Kuhl 1817)",41.6,-3.06
"Myotis nattereri (Kuhl 1817)",42.94,-1.96
"Myotis nattereri (Kuhl 1817)",43.13,-2.94
"Myotis nattereri (Kuhl 1817)",42.03,1.01
"Myotis nattereri (Kuhl 1817)",39.89,3.18
"Myotis nattereri (Kuhl 1817)",42.85,-4.53
"Myotis nattereri (Kuhl 1817)",41.78,-2.82
"Myotis nattereri (Kuhl 1817)",43.04,-2.57
"Myotis nattereri (Kuhl 1817)",42.22,-1.49
"Myotis nattereri (Kuhl 1817)",41.22,1.27
"Myotis nattereri (Kuhl 1817)",42.22,1.85
"Myotis nattereri (Kuhl 1817)",41.87,-3.3
"Myotis nattereri (Kuhl 1817)",40.39,-0.23
"Myotis nattereri (Kuhl 1817)",43.04,-3.31
"Myotis nattereri (Kuhl 1817)",43.31,-2.45
"Myotis nattereri (Kuhl 1817)",43.12,-2.08
"Myotis nattereri (Kuhl 1817)",42.03,0.77
"Myotis nattereri (Kuhl 1817)",39.8,3.06
"Myotis nattereri (Kuhl 1817)",43.3,-4.66
"Myotis nattereri (Kuhl 1817)",43.13,-3.55
"Myotis nattereri (Kuhl 1817)",40.21,-0.24
"Myotis nattereri (Kuhl 1817)",41.4,-1.03
"Myotis nattereri (Kuhl 1817)",41.31,1.15
"Myotis nattereri (Kuhl 1817)",41.6,-3.54
"Myotis nattereri (Kuhl 1817)",43.13,-2.45
"Myotis nattereri (Kuhl 1817)",42.67,-2.08
