SPECIES,LATITUDE,LONGITUDE
"Myotis nattereri (Kuhl 1817)",48.25517,2.7979
"Myotis nattereri (Kuhl 1817)",45.5536,2.5514
"Myotis nattereri (Kuhl 1817)",46.094770000000004,2.93528
"Myotis nattereri (Kuhl 1817)",47.8911,4.0036
"Myotis nattereri (Kuhl 1817)",46.33674,5.53556
"Myotis nattereri (Kuhl 1817)",49.1,6.62988
"Myotis nattereri (Kuhl 1817)",45.15075,-0.11835999999999999
"Myotis nattereri (Kuhl 1817)",44.787279999999996,-0.22471999999999998
"Myotis nattereri (Kuhl 1817)",43.679359999999996,-1.03114
"Myotis nattereri (Kuhl 1817)",49.050909999999995,7.99649
"Myotis nattereri (Kuhl 1817)",45.61071,0.24092
"Myotis nattereri (Kuhl 1817)",48.77878,1.0265600000000001
"Myotis nattereri (Kuhl 1817)",47.95635,0.38702
"Myotis nattereri (Kuhl 1817)",44.6295,5.33265
"Myotis nattereri (Kuhl 1817)",45.926970000000004,-1.19576
"Myotis nattereri (Kuhl 1817)",46.0216,-1.07354
"Myotis nattereri (Kuhl 1817)",47.78208,0.66278
"Myotis nattereri (Kuhl 1817)",48.61303,-3.5868800000000003
"Myotis nattereri (Kuhl 1817)",45.53212,0.75757
"Myotis nattereri (Kuhl 1817)",45.85071,-0.80287
"Myotis nattereri (Kuhl 1817)",47.37957,-0.9113399999999999
"Myotis nattereri (Kuhl 1817)",47.49703,5.989269999999999
"Myotis nattereri (Kuhl 1817)",48.89285,7.43479
"Myotis nattereri (Kuhl 1817)",45.28419,3.19133
"Myotis nattereri (Kuhl 1817)",49.06391,3.4789199999999996
"Myotis nattereri (Kuhl 1817)",46.085029999999996,4.48831
"Myotis nattereri (Kuhl 1817)",44.63453,5.08059
"Myotis nattereri (Kuhl 1817)",46.003840000000004,3.4522699999999995
"Myotis nattereri (Kuhl 1817)",44.641000000000005,4.7024300000000006
"Myotis nattereri (Kuhl 1817)",45.85497,-0.67415
"Myotis nattereri (Kuhl 1817)",48.68887,4.97005
"Myotis nattereri (Kuhl 1817)",48.16519,2.7982400000000003
"Myotis nattereri (Kuhl 1817)",47.42945,4.923719999999999
"Myotis nattereri (Kuhl 1817)",48.765609999999995,5.653490000000001
"Myotis nattereri (Kuhl 1817)",48.31608,5.6308300000000004
"Myotis nattereri (Kuhl 1817)",45.101209999999995,3.82639
"Myotis nattereri (Kuhl 1817)",49.86139,4.73726
"Myotis nattereri (Kuhl 1817)",48.76251,5.78946
"Myotis nattereri (Kuhl 1817)",42.4153,9.01036
"Myotis nattereri (Kuhl 1817)",46.94256,-0.48489
"Myotis nattereri (Kuhl 1817)",47.57212,-0.5259699999999999
"Myotis nattereri (Kuhl 1817)",47.95925,5.47907
"Myotis nattereri (Kuhl 1817)",48.48265,6.18082
"Myotis nattereri (Kuhl 1817)",45.41323,-0.389
"Myotis nattereri (Kuhl 1817)",46.97968,-1.93645
"Myotis nattereri (Kuhl 1817)",47.396190000000004,-0.38169000000000003
"Myotis nattereri (Kuhl 1817)",46.31673,6.31492
"Myotis nattereri (Kuhl 1817)",44.71085,5.71497
"Myotis nattereri (Kuhl 1817)",41.856770000000004,9.314960000000001
"Myotis nattereri (Kuhl 1817)",48.20545,6.43356
"Myotis nattereri (Kuhl 1817)",48.931999999999995,-0.20831
"Myotis nattereri (Kuhl 1817)",48.40292,0.22963000000000003
"Myotis nattereri (Kuhl 1817)",45.703790000000005,0.36486999999999997
"Myotis nattereri (Kuhl 1817)",45.706720000000004,0.49333
"Myotis nattereri (Kuhl 1817)",45.55038,2.03875
"Myotis nattereri (Kuhl 1817)",49.11528,6.08258
"Myotis nattereri (Kuhl 1817)",48.03666,6.0197400000000005
"Myotis nattereri (Kuhl 1817)",48.84913,5.93046
"Myotis nattereri (Kuhl 1817)",47.82907,6.9444300000000005
"Myotis nattereri (Kuhl 1817)",48.603120000000004,4.69549
"Myotis nattereri (Kuhl 1817)",48.43526,2.9324
"Myotis nattereri (Kuhl 1817)",47.341570000000004,4.78809
"Myotis nattereri (Kuhl 1817)",47.68673,-2.26914
"Myotis nattereri (Kuhl 1817)",46.18393,2.54624
"Myotis nattereri (Kuhl 1817)",44.632090000000005,5.2066300000000005
"Myotis nattereri (Kuhl 1817)",45.67917,-0.53388
"Myotis nattereri (Kuhl 1817)",45.49925,-0.52242
"Myotis nattereri (Kuhl 1817)",47.23665,5.577999999999999
"Myotis nattereri (Kuhl 1817)",46.13295,-0.43346
"Myotis nattereri (Kuhl 1817)",44.52101,-0.08359
"Myotis nattereri (Kuhl 1817)",48.31301,5.76564
"Myotis nattereri (Kuhl 1817)",47.583490000000005,6.12725
"Myotis nattereri (Kuhl 1817)",43.610659999999996,-0.40646
"Myotis nattereri (Kuhl 1817)",48.46693,6.7215
"Myotis nattereri (Kuhl 1817)",48.33655,-3.68762
"Myotis nattereri (Kuhl 1817)",48.418490000000006,-3.8337199999999996
"Myotis nattereri (Kuhl 1817)",47.872040000000005,5.3411800000000005
"Myotis nattereri (Kuhl 1817)",45.41702,-0.26126
"Myotis nattereri (Kuhl 1817)",48.538579999999996,7.2691300000000005
"Myotis nattereri (Kuhl 1817)",45.74712,-1.1820899999999999
"Myotis nattereri (Kuhl 1817)",48.59663,5.1022300000000005
"Myotis nattereri (Kuhl 1817)",46.2682,1.7664400000000002
"Myotis nattereri (Kuhl 1817)",47.69713,5.06674
"Myotis nattereri (Kuhl 1817)",45.64042,2.0371900000000003
"Myotis nattereri (Kuhl 1817)",49.05627,1.56339
"Myotis nattereri (Kuhl 1817)",49.22074,5.40221
"Myotis nattereri (Kuhl 1817)",44.6897,-0.47176999999999997
"Myotis nattereri (Kuhl 1817)",43.38519,-1.6282
"Myotis nattereri (Kuhl 1817)",43.575109999999995,-1.39561
"Myotis nattereri (Kuhl 1817)",43.485279999999996,-1.38873
"Myotis nattereri (Kuhl 1817)",44.599759999999996,-0.46623000000000003
"Myotis nattereri (Kuhl 1817)",44.33382,-0.32443
"Myotis nattereri (Kuhl 1817)",43.390390000000004,-1.50505
"Myotis nattereri (Kuhl 1817)",44.50982,-0.46071000000000006
"Myotis nattereri (Kuhl 1817)",43.97027,-0.42795
"Myotis nattereri (Kuhl 1817)",44.16792,0.18585
"Myotis nattereri (Kuhl 1817)",43.76455,-1.1614799999999998
"Myotis nattereri (Kuhl 1817)",44.7756,-0.6036
"Myotis nattereri (Kuhl 1817)",43.6747,-1.15495
"Myotis nattereri (Kuhl 1817)",44.064029999999995,-0.30867
"Myotis nattereri (Kuhl 1817)",43.96218,-0.67691
"Myotis nattereri (Kuhl 1817)",44.41989,-0.45521000000000006
"Myotis nattereri (Kuhl 1817)",44.33753,-0.19912
"Myotis nattereri (Kuhl 1817)",43.769220000000004,-1.0374700000000001
"Myotis nattereri (Kuhl 1817)",44.68567,-0.5978399999999999
"Myotis nattereri (Kuhl 1817)",43.96629,-0.5524399999999999
"Myotis nattereri (Kuhl 1817)",43.974109999999996,-0.30345
"Myotis nattereri (Kuhl 1817)",44.060190000000006,-0.43337
"Myotis nattereri (Kuhl 1817)",44.257870000000004,0.18137999999999999
"Myotis nattereri (Kuhl 1817)",44.25459,0.056229999999999995
"Myotis nattereri (Kuhl 1817)",44.26101,0.30656
"Myotis nattereri (Kuhl 1817)",44.42375,-0.32971999999999996
"Myotis nattereri (Kuhl 1817)",44.32996,-0.44972
"Myotis nattereri (Kuhl 1817)",46.60375,0.32128
"Myotis nattereri (Kuhl 1817)",46.78672,0.4434
"Myotis nattereri (Kuhl 1817)",43.74113,4.675680000000001
"Myotis nattereri (Kuhl 1817)",49.33298,3.6189699999999996
"Myotis nattereri (Kuhl 1817)",47.91895,6.951110000000001
"Myotis nattereri (Kuhl 1817)",46.545,3.06525
"Myotis nattereri (Kuhl 1817)",46.9835,4.64465
"Myotis nattereri (Kuhl 1817)",48.698159999999994,1.70913
"Myotis nattereri (Kuhl 1817)",49.17669,7.04714
"Myotis nattereri (Kuhl 1817)",46.452729999999995,3.71656
"Myotis nattereri (Kuhl 1817)",47.88988,4.1374
"Myotis nattereri (Kuhl 1817)",45.5536,3.4486
"Myotis nattereri (Kuhl 1817)",45.91452,2.80648
"Myotis nattereri (Kuhl 1817)",50.2306,2.23008
"Myotis nattereri (Kuhl 1817)",48.85239,0.20573000000000002
"Myotis nattereri (Kuhl 1817)",46.9952,3.0658
"Myotis nattereri (Kuhl 1817)",48.7447,6.46903
"Myotis nattereri (Kuhl 1817)",49.28759,6.36795
"Myotis nattereri (Kuhl 1817)",48.4348,2.66201
"Myotis nattereri (Kuhl 1817)",48.97477,3.2049
"Myotis nattereri (Kuhl 1817)",48.37707,6.71513
"Myotis nattereri (Kuhl 1817)",46.00457,2.8061700000000003
"Myotis nattereri (Kuhl 1817)",48.8555,5.6580699999999995
"Myotis nattereri (Kuhl 1817)",46.80346,1.3608200000000001
"Myotis nattereri (Kuhl 1817)",48.700790000000005,1.9808599999999998
"Myotis nattereri (Kuhl 1817)",42.49191,2.21048
"Myotis nattereri (Kuhl 1817)",49.40311,0.7270800000000001
"Myotis nattereri (Kuhl 1817)",49.2234,0.73498
"Myotis nattereri (Kuhl 1817)",47.28513,-1.03693
"Myotis nattereri (Kuhl 1817)",48.91615,6.753639999999999
"Myotis nattereri (Kuhl 1817)",48.78948,1.8430000000000002
"Myotis nattereri (Kuhl 1817)",43.9778,-0.17893
"Myotis nattereri (Kuhl 1817)",48.6284,7.27646
"Myotis nattereri (Kuhl 1817)",49.85712,0.9848899999999999
"Myotis nattereri (Kuhl 1817)",45.3438,0.38190999999999997
"Myotis nattereri (Kuhl 1817)",48.8555,0.34193
"Myotis nattereri (Kuhl 1817)",49.771570000000004,1.26579
"Myotis nattereri (Kuhl 1817)",49.03213,0.19605
"Myotis nattereri (Kuhl 1817)",49.49028,0.5852
"Myotis nattereri (Kuhl 1817)",49.3048,0.31879
"Myotis nattereri (Kuhl 1817)",49.02543,6.07724
"Myotis nattereri (Kuhl 1817)",49.40044,0.58941
"Myotis nattereri (Kuhl 1817)",48.84572,6.0666199999999995
"Myotis nattereri (Kuhl 1817)",47.81978,7.211360000000001
"Myotis nattereri (Kuhl 1817)",49.147729999999996,1.69792
"Myotis nattereri (Kuhl 1817)",47.76686,6.00442
"Myotis nattereri (Kuhl 1817)",48.53805,-3.3056099999999997
"Myotis nattereri (Kuhl 1817)",48.75926,5.92541
"Myotis nattereri (Kuhl 1817)",49.40562,0.86477
"Myotis nattereri (Kuhl 1817)",49.2259,0.8721899999999999
"Myotis nattereri (Kuhl 1817)",43.481120000000004,3.8031099999999998
"Myotis nattereri (Kuhl 1817)",49.13353,5.26109
"Myotis nattereri (Kuhl 1817)",49.2234,5.26502
"Myotis nattereri (Kuhl 1817)",42.83775,1.1059299999999999
"Myotis nattereri (Kuhl 1817)",49.69246,2.37669
"Myotis nattereri (Kuhl 1817)",46.63505,2.9346400000000004
"Myotis nattereri (Kuhl 1817)",47.67692,5.99935
"Myotis nattereri (Kuhl 1817)",48.7946,2.65968
"Myotis nattereri (Kuhl 1817)",46.00162,3.8399099999999997
"Myotis nattereri (Kuhl 1817)",48.59154,0.62666
"Myotis nattereri (Kuhl 1817)",48.25486,2.66317
"Myotis nattereri (Kuhl 1817)",49.23043,1.1466399999999999
"Myotis nattereri (Kuhl 1817)",49.87135,2.2355
"Myotis nattereri (Kuhl 1817)",49.33408,3.34387
"Myotis nattereri (Kuhl 1817)",46.9748,0.8293
"Myotis nattereri (Kuhl 1817)",45.37438,2.9361200000000003
"Myotis nattereri (Kuhl 1817)",48.79181,2.11521
"Myotis nattereri (Kuhl 1817)",43.74113,1.3243200000000002
"Myotis nattereri (Kuhl 1817)",45.76913,-0.53964
"Myotis nattereri (Kuhl 1817)",48.58273,5.77988
"Myotis nattereri (Kuhl 1817)",47.49703,0.01073
"Myotis nattereri (Kuhl 1817)",48.94226,0.2009
"Myotis nattereri (Kuhl 1817)",48.169259999999994,-1.5086899999999999
"Myotis nattereri (Kuhl 1817)",49.02185,-0.21386
"Myotis nattereri (Kuhl 1817)",49.12511,0.3281
"Myotis nattereri (Kuhl 1817)",48.945370000000004,0.33733
"Myotis nattereri (Kuhl 1817)",47.31002,-0.24378000000000002
"Myotis nattereri (Kuhl 1817)",47.46025,7.18305
"Myotis nattereri (Kuhl 1817)",49.69003,-1.7813400000000001
"Myotis nattereri (Kuhl 1817)",48.107440000000004,-0.69618
"Myotis nattereri (Kuhl 1817)",48.94833,0.47378000000000003
"Myotis nattereri (Kuhl 1817)",49.06197,7.723380000000001
"Myotis nattereri (Kuhl 1817)",49.09579,-0.76665
"Myotis nattereri (Kuhl 1817)",42.9736,-0.6142
"Myotis nattereri (Kuhl 1817)",47.4104,5.85173
"Myotis nattereri (Kuhl 1817)",48.98263,7.4424600000000005
"Myotis nattereri (Kuhl 1817)",45.46443,3.06398
"Myotis nattereri (Kuhl 1817)",48.34437,3.4723699999999997
"Myotis nattereri (Kuhl 1817)",46.36343,3.58532
"Myotis nattereri (Kuhl 1817)",46.364470000000004,3.3251800000000005
"Myotis nattereri (Kuhl 1817)",46.89348,4.64191
"Myotis nattereri (Kuhl 1817)",47.08508,3.19772
"Myotis nattereri (Kuhl 1817)",45.37424,3.19164
"Myotis nattereri (Kuhl 1817)",46.00251,3.7107
"Myotis nattereri (Kuhl 1817)",44.203140000000005,3.43794
"Myotis nattereri (Kuhl 1817)",46.36476,2.8048900000000003
"Myotis nattereri (Kuhl 1817)",49.39151,5.8235
"Myotis nattereri (Kuhl 1817)",46.6346,2.6732
"Myotis nattereri (Kuhl 1817)",45.46443,2.93602
"Myotis nattereri (Kuhl 1817)",45.049479999999996,-0.4941
"Myotis nattereri (Kuhl 1817)",48.69955,1.8449900000000001
"Myotis nattereri (Kuhl 1817)",50.13985,2.09172
"Myotis nattereri (Kuhl 1817)",48.560959999999994,6.592510000000001
"Myotis nattereri (Kuhl 1817)",44.17961,0.68582
"Myotis nattereri (Kuhl 1817)",48.5209,1.98435
"Myotis nattereri (Kuhl 1817)",49.15475,3.06854
"Myotis nattereri (Kuhl 1817)",49.94914,1.1205
"Myotis nattereri (Kuhl 1817)",49.121990000000004,0.19119
"Myotis nattereri (Kuhl 1817)",48.85845,5.52186
"Myotis nattereri (Kuhl 1817)",48.88772,7.57095
"Myotis nattereri (Kuhl 1817)",49.21183,0.18631
"Myotis nattereri (Kuhl 1817)",48.25909,-1.5163799999999998
"Myotis nattereri (Kuhl 1817)",48.95859,1.01973
"Myotis nattereri (Kuhl 1817)",47.16533,1.48183
"Myotis nattereri (Kuhl 1817)",49.95643,1.6772599999999998
"Myotis nattereri (Kuhl 1817)",47.41124,-2.37493
"Myotis nattereri (Kuhl 1817)",48.93899999999999,0.06448
"Myotis nattereri (Kuhl 1817)",48.66938,5.920380000000001
"Myotis nattereri (Kuhl 1817)",49.04101,5.39389
"Myotis nattereri (Kuhl 1817)",48.59154,5.37334
"Myotis nattereri (Kuhl 1817)",45.91467,3.06451
"Myotis nattereri (Kuhl 1817)",45.19415,3.19102
"Myotis nattereri (Kuhl 1817)",49.42443,2.9311
"Myotis nattereri (Kuhl 1817)",49.42349,3.4822599999999997
"Myotis nattereri (Kuhl 1817)",47.534440000000004,3.46521
"Myotis nattereri (Kuhl 1817)",49.48447,5.69057
"Myotis nattereri (Kuhl 1817)",47.62385,3.5991400000000002
"Myotis nattereri (Kuhl 1817)",49.780570000000004,2.0981
"Myotis nattereri (Kuhl 1817)",48.88065,1.97734
"Myotis nattereri (Kuhl 1817)",49.09579,6.76665
"Myotis nattereri (Kuhl 1817)",46.72509,2.93453
"Myotis nattereri (Kuhl 1817)",48.49283,5.775119999999999
"Myotis nattereri (Kuhl 1817)",46.59735,5.939830000000001
"Myotis nattereri (Kuhl 1817)",49.77347,1.40449
"Myotis nattereri (Kuhl 1817)",48.03666,-0.01974
"Myotis nattereri (Kuhl 1817)",48.6284,-1.27646
"Myotis nattereri (Kuhl 1817)",47.4104,0.14827
"Myotis nattereri (Kuhl 1817)",47.40708,0.01575
"Myotis nattereri (Kuhl 1817)",48.20928,-0.29907
"Myotis nattereri (Kuhl 1817)",48.96676,7.85155
"Myotis nattereri (Kuhl 1817)",47.27065,-1.43321
"Myotis nattereri (Kuhl 1817)",49.056509999999996,7.85995
"Myotis nattereri (Kuhl 1817)",47.57985,-0.26016999999999996
"Myotis nattereri (Kuhl 1817)",49.849540000000005,0.56821
"Myotis nattereri (Kuhl 1817)",43.02802,1.83538
"Myotis nattereri (Kuhl 1817)",47.77645,0.39585
"Myotis nattereri (Kuhl 1817)",46.95725,5.9594
"Myotis nattereri (Kuhl 1817)",49.217929999999996,0.46061
"Myotis nattereri (Kuhl 1817)",47.653690000000005,6.798080000000001
"Myotis nattereri (Kuhl 1817)",49.16217,7.45788
"Myotis nattereri (Kuhl 1817)",49.40311,5.27292
"Myotis nattereri (Kuhl 1817)",46.54456,3.32626
"Myotis nattereri (Kuhl 1817)",47.533840000000005,3.5981300000000003
"Myotis nattereri (Kuhl 1817)",47.62445,3.466
"Myotis nattereri (Kuhl 1817)",49.51415,2.79295
"Myotis nattereri (Kuhl 1817)",42.40286,2.33296
"Myotis nattereri (Kuhl 1817)",46.35334,4.6256900000000005
"Myotis nattereri (Kuhl 1817)",48.70187,2.11673
"Myotis nattereri (Kuhl 1817)",45.37395,3.3193900000000003
"Myotis nattereri (Kuhl 1817)",47.69713,0.9332600000000001
"Myotis nattereri (Kuhl 1817)",45.55141,3.8330900000000003
"Myotis nattereri (Kuhl 1817)",49.19777,-0.3621
"Myotis nattereri (Kuhl 1817)",47.76421,-2.5444299999999997
"Myotis nattereri (Kuhl 1817)",48.602129999999995,-1.9536099999999998
"Myotis nattereri (Kuhl 1817)",46.60673,5.54814
"Myotis nattereri (Kuhl 1817)",47.87707,0.92625
"Myotis nattereri (Kuhl 1817)",48.426190000000005,-3.69906
"Myotis nattereri (Kuhl 1817)",49.76242,0.71111
"Myotis nattereri (Kuhl 1817)",49.381159999999994,6.236269999999999
"Myotis nattereri (Kuhl 1817)",42.98155,-0.36948000000000003
"Myotis nattereri (Kuhl 1817)",43.20495,1.58585
"Myotis nattereri (Kuhl 1817)",49.30167,0.18141
"Myotis nattereri (Kuhl 1817)",48.4117,0.63479
"Myotis nattereri (Kuhl 1817)",47.68346,5.73297
"Myotis nattereri (Kuhl 1817)",50.041000000000004,1.2566
"Myotis nattereri (Kuhl 1817)",48.06342,1.3218
"Myotis nattereri (Kuhl 1817)",49.21496,0.32345
"Myotis nattereri (Kuhl 1817)",48.66807,-2.5042400000000002
"Myotis nattereri (Kuhl 1817)",49.954840000000004,1.53806
"Myotis nattereri (Kuhl 1817)",48.516740000000006,1.57817
"Myotis nattereri (Kuhl 1817)",47.65794,-0.66501
"Myotis nattereri (Kuhl 1817)",49.47803,5.96628
"Myotis nattereri (Kuhl 1817)",48.57949,5.915369999999999
"Myotis nattereri (Kuhl 1817)",49.85475,0.84598
"Myotis nattereri (Kuhl 1817)",49.86803,1.81856
"Myotis nattereri (Kuhl 1817)",44.92331,2.5564400000000003
"Myotis nattereri (Kuhl 1817)",42.4041,2.57551
"Myotis nattereri (Kuhl 1817)",49.693090000000005,2.5152
"Myotis nattereri (Kuhl 1817)",42.118159999999996,9.464189999999999
"Myotis nattereri (Kuhl 1817)",48.974920000000004,2.9317
"Myotis nattereri (Kuhl 1817)",49.24465,3.06866
"Myotis nattereri (Kuhl 1817)",44.92418,3.06337
"Myotis nattereri (Kuhl 1817)",50.1416,2.37118
"Myotis nattereri (Kuhl 1817)",47.833490000000005,6.81093
"Myotis nattereri (Kuhl 1817)",49.424279999999996,3.20669
"Myotis nattereri (Kuhl 1817)",45.73457,2.9357
"Myotis nattereri (Kuhl 1817)",42.070170000000005,8.733189999999999
"Myotis nattereri (Kuhl 1817)",49.03213,5.80395
"Myotis nattereri (Kuhl 1817)",48.94226,5.7991
"Myotis nattereri (Kuhl 1817)",49.3774,6.373819999999999
"Myotis nattereri (Kuhl 1817)",47.590309999999995,0.13865999999999998
"Myotis nattereri (Kuhl 1817)",48.18398,7.105689999999999
"Myotis nattereri (Kuhl 1817)",47.010740000000006,-1.14821
"Myotis nattereri (Kuhl 1817)",49.189809999999994,6.63618
"Myotis nattereri (Kuhl 1817)",44.483579999999996,-1.2144700000000002
"Myotis nattereri (Kuhl 1817)",42.846790000000006,1.71679
"Myotis nattereri (Kuhl 1817)",47.31712,0.02075
"Myotis nattereri (Kuhl 1817)",49.48447,0.30943000000000004
"Myotis nattereri (Kuhl 1817)",48.43874,-1.5318399999999999
"Myotis nattereri (Kuhl 1817)",49.681740000000005,1.26883
"Myotis nattereri (Kuhl 1817)",43.05491,-0.8648399999999999
"Myotis nattereri (Kuhl 1817)",48.75585,6.06134
"Myotis nattereri (Kuhl 1817)",49.61088,-1.49689
"Myotis nattereri (Kuhl 1817)",48.4862,6.04561
"Myotis nattereri (Kuhl 1817)",47.223690000000005,-0.10632
"Myotis nattereri (Kuhl 1817)",42.92305,0.85834
"Myotis nattereri (Kuhl 1817)",48.93899999999999,5.9355199999999995
"Myotis nattereri (Kuhl 1817)",48.48959,5.9103699999999995
"Myotis nattereri (Kuhl 1817)",49.95785,1.8164799999999999
"Myotis nattereri (Kuhl 1817)",49.495459999999994,0.8610399999999999
"Myotis nattereri (Kuhl 1817)",49.51274,3.6211300000000004
"Myotis nattereri (Kuhl 1817)",47.04377,6.09596
"Myotis nattereri (Kuhl 1817)",49.42443,3.0689
"Myotis nattereri (Kuhl 1817)",45.2791,4.0841199999999995
"Myotis nattereri (Kuhl 1817)",46.54485,2.80425
"Myotis nattereri (Kuhl 1817)",48.704190000000004,2.52438
"Myotis nattereri (Kuhl 1817)",46.451840000000004,2.1531599999999997
"Myotis nattereri (Kuhl 1817)",48.11938,6.29345
"Myotis nattereri (Kuhl 1817)",46.09388,2.54699
"Myotis nattereri (Kuhl 1817)",48.56497,6.45712
"Myotis nattereri (Kuhl 1817)",48.38122,6.58023
"Myotis nattereri (Kuhl 1817)",48.11157,6.561960000000001
"Myotis nattereri (Kuhl 1817)",47.39226,6.514130000000001
"Myotis nattereri (Kuhl 1817)",42.24281,8.871369999999999
"Myotis nattereri (Kuhl 1817)",47.137190000000004,0.03071
"Myotis nattereri (Kuhl 1817)",47.12245,6.49653
"Myotis nattereri (Kuhl 1817)",48.26907,-1.24728
"Myotis nattereri (Kuhl 1817)",49.66095,0.16165
"Myotis nattereri (Kuhl 1817)",47.489909999999995,-0.25469
"Myotis nattereri (Kuhl 1817)",47.423190000000005,-2.11026
"Myotis nattereri (Kuhl 1817)",49.59191,1.27186
"Myotis nattereri (Kuhl 1817)",49.13088,0.60196
"Myotis nattereri (Kuhl 1817)",49.66709,0.43836
"Myotis nattereri (Kuhl 1817)",49.298390000000005,0.044039999999999996
"Myotis nattereri (Kuhl 1817)",48.94833,5.5262199999999995
"Myotis nattereri (Kuhl 1817)",49.26178,-1.19135
"Myotis nattereri (Kuhl 1817)",49.11871,0.0543
"Myotis nattereri (Kuhl 1817)",48.2369,0.9121100000000001
"Myotis nattereri (Kuhl 1817)",48.547990000000006,6.99855
"Myotis nattereri (Kuhl 1817)",49.42286,3.62005
"Myotis nattereri (Kuhl 1817)",45.82462,3.0644
"Myotis nattereri (Kuhl 1817)",45.28434,3.06378
"Myotis nattereri (Kuhl 1817)",46.00472,3.06461
"Myotis nattereri (Kuhl 1817)",44.38388,3.1882900000000003
"Myotis nattereri (Kuhl 1817)",48.52368,3.60941
"Myotis nattereri (Kuhl 1817)",47.17511,3.19805
"Myotis nattereri (Kuhl 1817)",48.522909999999996,2.25517
"Myotis nattereri (Kuhl 1817)",48.406000000000006,5.635330000000001
"Myotis nattereri (Kuhl 1817)",49.09142,6.9034
"Myotis nattereri (Kuhl 1817)",49.19777,6.3621
"Myotis nattereri (Kuhl 1817)",48.79274,2.25132
"Myotis nattereri (Kuhl 1817)",49.01422,6.48704
"Myotis nattereri (Kuhl 1817)",42.5818,2.20926
"Myotis nattereri (Kuhl 1817)",47.48219,6.52004
"Myotis nattereri (Kuhl 1817)",50.04291,1.3960299999999999
"Myotis nattereri (Kuhl 1817)",48.61085,1.9826099999999998
"Myotis nattereri (Kuhl 1817)",48.960770000000004,1.15625
"Myotis nattereri (Kuhl 1817)",48.964659999999995,1.4293200000000001
"Myotis nattereri (Kuhl 1817)",44.69732,-0.21957
"Myotis nattereri (Kuhl 1817)",47.669779999999996,6.26567
"Myotis nattereri (Kuhl 1817)",49.58766,0.9954700000000001
"Myotis nattereri (Kuhl 1817)",49.31811,1.00594
"Myotis nattereri (Kuhl 1817)",48.98761,-1.30605
"Myotis nattereri (Kuhl 1817)",49.23434,1.42113
"Myotis nattereri (Kuhl 1817)",47.98958,7.49339
"Myotis nattereri (Kuhl 1817)",49.50206,1.27488
"Myotis nattereri (Kuhl 1817)",45.43671,0.50551
"Myotis nattereri (Kuhl 1817)",46.693740000000005,5.68316
"Myotis nattereri (Kuhl 1817)",49.0869,-1.04013
"Myotis nattereri (Kuhl 1817)",47.365520000000004,-1.30835
"Myotis nattereri (Kuhl 1817)",44.41172,-0.70614
"Myotis nattereri (Kuhl 1817)",47.568020000000004,-0.65884
"Myotis nattereri (Kuhl 1817)",47.52983,-1.72097
"Myotis nattereri (Kuhl 1817)",47.29826,-0.64045
"Myotis nattereri (Kuhl 1817)",48.45815,6.9917
"Myotis nattereri (Kuhl 1817)",45.19415,2.80898
"Myotis nattereri (Kuhl 1817)",48.885,2.93182
"Myotis nattereri (Kuhl 1817)",45.55404,2.67957
"Myotis nattereri (Kuhl 1817)",47.76336,6.13782
"Myotis nattereri (Kuhl 1817)",44.20257,3.5630599999999997
"Myotis nattereri (Kuhl 1817)",49.87215,2.3745
"Myotis nattereri (Kuhl 1817)",45.01335,3.4442699999999995
"Myotis nattereri (Kuhl 1817)",46.99295,3.72373
"Myotis nattereri (Kuhl 1817)",48.884840000000004,2.79546
"Myotis nattereri (Kuhl 1817)",49.3203,1.14341
"Myotis nattereri (Kuhl 1817)",47.623090000000005,3.7322699999999998
"Myotis nattereri (Kuhl 1817)",48.193020000000004,6.8369
"Myotis nattereri (Kuhl 1817)",47.26212,3.8596
"Myotis nattereri (Kuhl 1817)",47.161570000000005,4.782109999999999
"Myotis nattereri (Kuhl 1817)",49.121990000000004,5.80881
"Myotis nattereri (Kuhl 1817)",47.1405,5.83744
"Myotis nattereri (Kuhl 1817)",49.48133,5.8284400000000005
"Myotis nattereri (Kuhl 1817)",49.8693,1.95753
"Myotis nattereri (Kuhl 1817)",46.801520000000004,1.2297200000000001
"Myotis nattereri (Kuhl 1817)",47.88988,1.8626
"Myotis nattereri (Kuhl 1817)",49.057829999999996,1.70018
"Myotis nattereri (Kuhl 1817)",48.10315,-0.8303799999999999
"Myotis nattereri (Kuhl 1817)",45.46224,3.70379
"Myotis nattereri (Kuhl 1817)",47.669779999999996,-0.26566999999999996
"Myotis nattereri (Kuhl 1817)",49.48745,5.55269
"Myotis nattereri (Kuhl 1817)",47.743590000000005,6.8044899999999995
"Myotis nattereri (Kuhl 1817)",49.298390000000005,5.95596
"Myotis nattereri (Kuhl 1817)",47.31365,-0.11152000000000001
"Myotis nattereri (Kuhl 1817)",49.574290000000005,5.69528
"Myotis nattereri (Kuhl 1817)",44.83415,3.0632599999999996
"Myotis nattereri (Kuhl 1817)",44.38259,3.56485
"Myotis nattereri (Kuhl 1817)",49.33439,3.20633
"Myotis nattereri (Kuhl 1817)",45.55433,2.8077400000000003
"Myotis nattereri (Kuhl 1817)",43.84258,3.55951
"Myotis nattereri (Kuhl 1817)",49.85934,1.12381
"Myotis nattereri (Kuhl 1817)",48.00425,7.09175
"Myotis nattereri (Kuhl 1817)",47.08103,3.9885300000000004
