SPECIES,LATITUDE,LONGITUDE
M.nattereri,50.916000000000004,-3.07538
M.nattereri,53.97277,-0.92668
M.nattereri,51.03695,-1.53786
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.73514,-1.31277
M.nattereri,54.73025,-1.2639200000000002
M.nattereri,50.695440000000005,-2.40488
M.nattereri,54.0936,-0.46484
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,54.24468,-2.77645
M.nattereri,51.71099,-1.45866
M.nattereri,52.3,-4.1
M.nattereri,50.695440000000005,-2.40488
M.nattereri,51.998470000000005,-1.4115
M.nattereri,51.06392,-1.53759
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,54.14971,-0.64651
M.nattereri,52.9,-3.5
M.nattereri,52.73514,-1.31277
M.nattereri,50.89125,-0.34498
M.nattereri,52.11168,-0.89891
M.nattereri,51.03695,-1.53786
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.88261,0.18073
M.nattereri,53.97277,-0.92668
M.nattereri,54.0936,-0.46484
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,54.73025,-1.2639200000000002
M.nattereri,53.51811,-1.49624
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.73514,-1.31277
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,54.037859999999995,-0.32946
M.nattereri,52.73514,-1.31277
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,54.037859999999995,-0.32946
M.nattereri,51.0012,0.5426300000000001
M.nattereri,54.73025,-1.2639200000000002
M.nattereri,56.07,-4.44
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,54.11165,-1.58085
M.nattereri,52.793459999999996,-0.7483
M.nattereri,51.99881,-1.48433
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,56.51,-5.36
M.nattereri,50.73518,-3.86482
M.nattereri,56.51,-5.36
M.nattereri,52.48059,-3.0689599999999997
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,51.06392,-1.53759
M.nattereri,51.0012,0.5426300000000001
M.nattereri,51.99881,-1.48433
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,50.81605,-4.36492
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,54.24468,-2.77645
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,53.51811,-1.49624
M.nattereri,50.802,0.16278
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.998470000000005,-1.4115
M.nattereri,53.98636,-0.51454
M.nattereri,56.51,-5.36
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,51.0012,0.5426300000000001
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.998470000000005,-1.4115
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.09877,-2.1255
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,55.477709999999995,-1.61395
M.nattereri,53.51811,-1.49624
M.nattereri,50.695440000000005,-2.40488
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,51.89829,-1.19481
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,50.48969,-4.02431
M.nattereri,56.0,-4.33
M.nattereri,51.0012,0.5426300000000001
M.nattereri,52.73514,-1.31277
M.nattereri,54.120630000000006,-1.58076
M.nattereri,53.393319999999996,-1.9488299999999998
M.nattereri,52.77564,-0.76364
M.nattereri,52.793459999999996,-0.7483
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.37692,1.59083
M.nattereri,53.05699,-1.0540200000000002
M.nattereri,55.477709999999995,-1.61395
M.nattereri,50.916000000000004,-3.07538
M.nattereri,53.393319999999996,-1.9488299999999998
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,50.73518,-3.86482
M.nattereri,52.793459999999996,-0.7483
M.nattereri,55.477709999999995,-1.61395
M.nattereri,56.0,-4.33
M.nattereri,50.57805,-4.11285
M.nattereri,53.23251,0.0136
M.nattereri,56.0,-4.33
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.09877,-2.1255
M.nattereri,50.81605,-4.36492
M.nattereri,51.06392,-1.53759
M.nattereri,51.99881,-1.48433
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,50.81605,-4.36492
M.nattereri,55.477709999999995,-1.61395
M.nattereri,52.793459999999996,-0.7483
M.nattereri,50.57805,-4.11285
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.77564,-0.76364
M.nattereri,52.9,-3.5
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,50.802,0.16278
M.nattereri,50.88261,0.18073
M.nattereri,52.73514,-1.31277
M.nattereri,54.14971,-0.64651
M.nattereri,52.73514,-1.31277
M.nattereri,50.695440000000005,-2.40488
M.nattereri,51.9528,-1.28114
M.nattereri,52.11168,-0.89891
M.nattereri,52.77564,-0.76364
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,51.998470000000005,-1.4115
M.nattereri,55.477709999999995,-1.61395
M.nattereri,54.0936,-0.46484
M.nattereri,56.0,-4.33
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.73514,-1.31277
M.nattereri,55.67,-3.95
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,52.3,-4.1
M.nattereri,51.998470000000005,-1.4115
M.nattereri,50.466429999999995,-3.79786
M.nattereri,50.73518,-3.86482
M.nattereri,54.24468,-2.77645
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,50.695440000000005,-2.40488
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,53.51818000000001,-1.51132
M.nattereri,52.5833,0.57418
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.09877,-2.1255
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,51.99881,-1.48433
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.9,-3.5
M.nattereri,51.99881,-1.48433
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.77564,-0.76364
M.nattereri,51.90798,0.1719
M.nattereri,52.77564,-0.76364
M.nattereri,52.49536,0.87845
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,53.393319999999996,-1.9488299999999998
M.nattereri,51.99881,-1.48433
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,55.67,-3.95
M.nattereri,53.1257,-0.05118
M.nattereri,57.29,-4.05
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,50.802,0.16278
M.nattereri,52.682919999999996,-1.7425700000000002
M.nattereri,52.09877,-2.1255
M.nattereri,50.81605,-4.36492
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,56.46,-3.16
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,52.559630000000006,-0.74022
M.nattereri,55.477709999999995,-1.61395
M.nattereri,52.73514,-1.31277
M.nattereri,54.253040000000006,-2.8687
M.nattereri,50.57805,-4.11285
M.nattereri,52.12426,-1.39524
M.nattereri,52.7761,-0.8081
M.nattereri,56.51,-5.36
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,57.29,-4.05
M.nattereri,52.77564,-0.76364
M.nattereri,51.03695,-1.53786
M.nattereri,52.73514,-1.31277
M.nattereri,54.0936,-0.46484
M.nattereri,52.682919999999996,-1.7425700000000002
M.nattereri,53.98636,-0.51454
M.nattereri,56.51,-5.36
M.nattereri,52.49536,0.87845
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.81174,-0.77745
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,51.99881,-1.48433
M.nattereri,51.99881,-1.48433
M.nattereri,52.09877,-2.1255
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,50.81605,-4.36492
M.nattereri,53.51811,-1.49624
M.nattereri,51.998470000000005,-1.4115
M.nattereri,54.0936,-0.46484
M.nattereri,50.40618,-3.6126300000000002
M.nattereri,50.87421,-1.3547
M.nattereri,53.98636,-0.51454
M.nattereri,53.05699,-1.0540200000000002
M.nattereri,56.51,-5.36
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,50.57805,-4.11285
M.nattereri,50.87421,-1.3547
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,50.40618,-3.6126300000000002
M.nattereri,56.07,-4.44
M.nattereri,54.0936,-0.46484
M.nattereri,52.09877,-2.1255
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,54.5423,-1.40642
M.nattereri,56.51,-5.36
M.nattereri,52.682919999999996,-1.7425700000000002
M.nattereri,53.97277,-0.92668
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,54.037859999999995,-0.32946
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.793459999999996,-0.7483
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.916000000000004,-3.07538
M.nattereri,54.253040000000006,-2.8687
M.nattereri,56.07,-4.44
M.nattereri,51.586259999999996,-2.15295
M.nattereri,52.2,-3.2
M.nattereri,51.9528,-1.28114
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,54.14971,-0.64651
M.nattereri,52.68975,-1.2395100000000001
M.nattereri,53.393319999999996,-1.9488299999999998
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,52.2,-3.2
M.nattereri,56.51,-5.36
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.09877,-2.1255
M.nattereri,51.89829,-1.19481
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,57.33,-3.6
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.0012,0.5426300000000001
M.nattereri,50.81605,-4.36492
M.nattereri,54.14971,-0.64651
M.nattereri,52.12426,-1.39524
M.nattereri,53.98636,-0.51454
M.nattereri,56.46,-3.16
M.nattereri,53.1257,-0.05118
M.nattereri,53.23251,0.0136
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.7761,-0.8081
M.nattereri,52.5833,0.57418
M.nattereri,50.466429999999995,-3.79786
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,54.0936,-0.46484
M.nattereri,50.81605,-4.36492
M.nattereri,53.23251,0.0136
M.nattereri,50.695440000000005,-2.40488
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,51.06392,-1.53759
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,57.33,-3.6
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.87421,-1.3547
M.nattereri,54.14971,-0.64651
M.nattereri,52.793459999999996,-0.7483
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.77564,-0.76364
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.559630000000006,-0.74022
M.nattereri,54.73025,-1.2639200000000002
M.nattereri,51.0012,0.5426300000000001
M.nattereri,52.77564,-0.76364
M.nattereri,50.96273,-2.86286
M.nattereri,52.12426,-1.39524
M.nattereri,52.4,-3.9
M.nattereri,52.73514,-1.31277
M.nattereri,52.3,-4.1
M.nattereri,52.0,-3.9
M.nattereri,52.3,-4.1
M.nattereri,57.29,-4.05
M.nattereri,52.559630000000006,-0.74022
M.nattereri,53.97277,-0.92668
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,51.0012,0.5426300000000001
M.nattereri,52.7761,-0.8081
M.nattereri,50.89125,-0.34498
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,52.559630000000006,-0.74022
M.nattereri,50.87421,-1.3547
M.nattereri,53.51818000000001,-1.51132
M.nattereri,53.98636,-0.51454
M.nattereri,52.559630000000006,-0.74022
M.nattereri,56.0,-4.33
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,50.88261,0.18073
M.nattereri,54.0936,-0.46484
M.nattereri,54.24468,-2.77645
M.nattereri,53.1257,-0.05118
M.nattereri,52.0,-3.9
M.nattereri,53.97277,-0.92668
M.nattereri,51.99881,-1.48433
M.nattereri,54.24468,-2.77645
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,54.5423,-1.40642
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,50.88261,0.18073
M.nattereri,54.23319,-3.09841
M.nattereri,53.23251,0.0136
M.nattereri,50.40618,-3.6126300000000002
M.nattereri,50.40618,-3.6126300000000002
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,55.27123,-1.6789
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.55239,-0.9174100000000001
M.nattereri,55.477709999999995,-1.61395
M.nattereri,54.037859999999995,-0.32946
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,57.33,-3.6
M.nattereri,51.0012,0.5426300000000001
M.nattereri,51.71099,-1.45866
M.nattereri,54.24468,-2.77645
M.nattereri,51.0012,0.5426300000000001
M.nattereri,57.33,-3.6
M.nattereri,50.73518,-3.86482
M.nattereri,51.90798,0.1719
M.nattereri,53.51811,-1.49624
M.nattereri,52.73514,-1.31277
M.nattereri,51.99881,-1.48433
M.nattereri,53.98636,-0.51454
M.nattereri,54.0936,-0.46484
M.nattereri,53.97277,-0.92668
M.nattereri,54.0936,-0.46484
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,53.97277,-0.92668
M.nattereri,54.037859999999995,-0.32946
M.nattereri,52.793459999999996,-0.7483
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,51.0012,0.5426300000000001
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,50.81605,-4.36492
M.nattereri,52.73514,-1.31277
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,54.24468,-2.77645
M.nattereri,55.67,-3.95
M.nattereri,50.81605,-4.36492
M.nattereri,54.38006,-1.31639
M.nattereri,50.87421,-1.3547
M.nattereri,50.88261,0.18073
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,53.393319999999996,-1.9488299999999998
M.nattereri,56.51,-5.36
M.nattereri,50.916000000000004,-3.07538
M.nattereri,53.393319999999996,-1.9488299999999998
M.nattereri,51.90798,0.1719
M.nattereri,51.9528,-1.28114
M.nattereri,55.477709999999995,-1.61395
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.77564,-0.76364
M.nattereri,52.793459999999996,-0.7483
M.nattereri,53.46747,-0.72856
M.nattereri,51.9528,-1.28114
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.586259999999996,-2.15295
M.nattereri,50.916000000000004,-3.07538
M.nattereri,56.51,-5.36
M.nattereri,52.7761,-0.8081
M.nattereri,52.77564,-0.76364
M.nattereri,53.97277,-0.92668
M.nattereri,51.0012,0.5426300000000001
M.nattereri,54.0936,-0.46484
M.nattereri,55.477709999999995,-1.61395
M.nattereri,52.81174,-0.77745
M.nattereri,50.916000000000004,-3.07538
M.nattereri,54.5423,-1.40642
M.nattereri,52.77564,-0.76364
M.nattereri,50.73518,-3.86482
M.nattereri,52.559630000000006,-0.74022
M.nattereri,51.90798,0.1719
M.nattereri,52.11168,-0.89891
M.nattereri,52.212509999999995,-1.1306
M.nattereri,50.751290000000004,-3.9788699999999997
M.nattereri,50.57805,-4.11285
M.nattereri,52.09877,-2.1255
M.nattereri,52.559630000000006,-0.74022
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,54.120630000000006,-1.58076
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,52.3,-4.1
M.nattereri,51.89829,-1.19481
M.nattereri,52.7761,-0.8081
M.nattereri,51.89829,-1.19481
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.4,-3.9
M.nattereri,52.73514,-1.31277
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,50.916000000000004,-3.07538
M.nattereri,54.14971,-0.64651
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,50.40618,-3.6126300000000002
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,50.466429999999995,-3.79786
M.nattereri,52.212509999999995,-1.1306
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.3,-4.1
M.nattereri,54.14971,-0.64651
M.nattereri,50.73518,-3.86482
M.nattereri,50.87421,-1.3547
M.nattereri,51.0012,0.5426300000000001
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.7761,-0.8081
M.nattereri,51.277770000000004,1.34661
M.nattereri,50.87421,-1.3547
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,52.7761,-0.8081
M.nattereri,51.89829,-1.19481
M.nattereri,52.49536,0.87845
M.nattereri,54.24468,-2.77645
M.nattereri,52.55239,-0.9174100000000001
M.nattereri,56.51,-5.36
M.nattereri,50.89125,-0.34498
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.9,-3.5
M.nattereri,52.77564,-0.76364
M.nattereri,56.0,-4.33
M.nattereri,52.7761,-0.8081
M.nattereri,54.24468,-2.77645
M.nattereri,51.90798,0.1719
M.nattereri,51.998470000000005,-1.4115
M.nattereri,54.14971,-0.64651
M.nattereri,52.73514,-1.31277
M.nattereri,51.277770000000004,1.34661
M.nattereri,55.67,-3.95
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,54.14971,-0.64651
M.nattereri,53.97277,-0.92668
M.nattereri,53.97277,-0.92668
M.nattereri,54.037859999999995,-0.32946
M.nattereri,51.9528,-1.28114
M.nattereri,51.89829,-1.19481
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.3,-4.1
M.nattereri,52.559630000000006,-0.74022
M.nattereri,56.51,-5.36
M.nattereri,56.51,-5.36
M.nattereri,51.71099,-1.45866
M.nattereri,55.67,-3.95
M.nattereri,50.88261,0.18073
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,51.998470000000005,-1.4115
M.nattereri,50.81605,-4.36492
M.nattereri,53.98636,-0.51454
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,52.73514,-1.31277
M.nattereri,53.51818000000001,-1.51132
M.nattereri,52.7761,-0.8081
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,50.96273,-2.86286
M.nattereri,53.868809999999996,-2.4653099999999997
M.nattereri,54.0936,-0.46484
M.nattereri,52.2,-3.2
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,50.81605,-4.36492
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,56.0,-4.33
M.nattereri,56.07,-4.44
M.nattereri,53.98636,-0.51454
M.nattereri,51.90798,0.1719
M.nattereri,54.73025,-1.2639200000000002
M.nattereri,52.0,-3.9
M.nattereri,56.46,-3.16
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.212509999999995,-1.1306
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.09877,-2.1255
M.nattereri,54.73025,-1.2639200000000002
M.nattereri,51.06392,-1.53759
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,54.24468,-2.77645
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,52.11168,-0.89891
M.nattereri,56.51,-5.36
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,54.037859999999995,-0.32946
M.nattereri,53.1257,-0.05118
M.nattereri,56.46,-3.16
M.nattereri,56.0,-4.33
M.nattereri,50.695440000000005,-2.40488
M.nattereri,56.0,-4.33
M.nattereri,52.55239,-0.9174100000000001
M.nattereri,52.7761,-0.8081
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,57.33,-3.6
M.nattereri,56.07,-4.44
M.nattereri,56.07,-4.44
M.nattereri,50.87421,-1.3547
M.nattereri,51.06392,-1.53759
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,56.51,-5.36
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.88881,-0.44828999999999997
M.nattereri,52.73514,-1.31277
M.nattereri,50.81605,-4.36492
M.nattereri,50.88261,0.18073
M.nattereri,51.71099,-1.45866
M.nattereri,50.88261,0.18073
M.nattereri,51.9528,-1.28114
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,50.916000000000004,-3.07538
M.nattereri,54.5423,-1.40642
M.nattereri,54.0936,-0.46484
M.nattereri,50.916000000000004,-3.07538
M.nattereri,56.0,-4.33
M.nattereri,54.0936,-0.46484
M.nattereri,53.97277,-0.92668
M.nattereri,50.87421,-1.3547
M.nattereri,52.3,-4.1
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,50.695440000000005,-2.40488
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,54.0936,-0.46484
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,52.09877,-2.1255
M.nattereri,50.73518,-3.86482
M.nattereri,54.0936,-0.46484
M.nattereri,51.89829,-1.19481
M.nattereri,52.11168,-0.89891
M.nattereri,50.802,0.16278
M.nattereri,56.46,-3.16
M.nattereri,52.90728000000001,-1.60743
M.nattereri,50.87421,-1.3547
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.0012,0.5426300000000001
M.nattereri,56.51,-5.36
M.nattereri,52.90728000000001,-1.60743
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.88261,0.18073
M.nattereri,53.97277,-0.92668
M.nattereri,52.559630000000006,-0.74022
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,50.81605,-4.36492
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,50.81605,-4.36492
M.nattereri,50.81605,-4.36492
M.nattereri,51.0012,0.5426300000000001
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,52.3,-4.1
M.nattereri,57.33,-3.6
M.nattereri,55.27123,-1.6789
M.nattereri,52.3,-4.1
M.nattereri,51.0012,0.5426300000000001
M.nattereri,54.0936,-0.46484
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,50.695440000000005,-2.40488
M.nattereri,52.09877,-2.1255
M.nattereri,56.0,-4.33
M.nattereri,50.81605,-4.36492
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,52.73514,-1.31277
M.nattereri,52.09877,-2.1255
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,51.90798,0.1719
M.nattereri,55.477709999999995,-1.61395
M.nattereri,52.55239,-0.9174100000000001
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,51.89829,-1.19481
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,52.09877,-2.1255
M.nattereri,54.037859999999995,-0.32946
M.nattereri,55.477709999999995,-1.61395
M.nattereri,50.81605,-4.36492
M.nattereri,51.89829,-1.19481
M.nattereri,53.98636,-0.51454
M.nattereri,50.40618,-3.6126300000000002
M.nattereri,51.99881,-1.48433
M.nattereri,54.0936,-0.46484
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,56.0,-4.33
M.nattereri,56.46,-3.16
M.nattereri,51.99881,-1.48433
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,52.682919999999996,-1.7425700000000002
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,51.99881,-1.48433
M.nattereri,50.466429999999995,-3.79786
M.nattereri,50.87421,-1.3547
M.nattereri,50.916000000000004,-3.07538
M.nattereri,53.98636,-0.51454
M.nattereri,53.23251,0.0136
M.nattereri,53.97277,-0.92668
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,54.24468,-2.77645
M.nattereri,52.5833,0.57418
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,54.24468,-2.77645
M.nattereri,53.98636,-0.51454
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,52.73514,-1.31277
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,53.98636,-0.51454
M.nattereri,53.98636,-0.51454
M.nattereri,53.771809999999995,-0.61317
M.nattereri,52.632509999999996,0.78399
M.nattereri,54.14971,-0.64651
M.nattereri,52.09877,-2.1255
M.nattereri,50.96273,-2.86286
M.nattereri,54.037859999999995,-0.32946
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,52.72172,-0.7651600000000001
M.nattereri,51.89829,-1.19481
M.nattereri,50.466429999999995,-3.79786
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,53.98636,-0.51454
M.nattereri,54.249219999999994,-0.7046399999999999
M.nattereri,50.695440000000005,-2.40488
M.nattereri,50.695440000000005,-2.40488
M.nattereri,50.88261,0.18073
M.nattereri,56.07,-4.44
M.nattereri,52.070240000000005,-1.3813799999999998
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,51.99881,-1.48433
M.nattereri,50.73518,-3.86482
M.nattereri,50.96273,-2.86286
M.nattereri,50.57805,-4.11285
M.nattereri,50.88261,0.18073
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,51.99881,-1.48433
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,52.90728000000001,-1.60743
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,51.38755,-2.4828099999999997
M.nattereri,53.1458,-0.18485
M.nattereri,52.90728000000001,-1.60743
M.nattereri,54.0936,-0.46484
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.916000000000004,-3.07538
M.nattereri,51.989259999999994,-1.3679299999999999
M.nattereri,54.24468,-2.77645
M.nattereri,50.466429999999995,-3.79786
M.nattereri,56.0,-4.33
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,50.916000000000004,-3.07538
M.nattereri,52.73514,-1.31277
M.nattereri,52.77564,-0.76364
M.nattereri,53.868809999999996,-2.4653099999999997
M.nattereri,53.771809999999995,-0.61317
M.nattereri,54.14971,-0.64651
M.nattereri,51.998470000000005,-1.4115
M.nattereri,52.55239,-0.9174100000000001
M.nattereri,52.5833,0.57418
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,52.04335,-1.3963299999999998
M.nattereri,51.9334,-0.27781999999999996
M.nattereri,50.87421,-1.3547
M.nattereri,51.99881,-1.48433
M.nattereri,55.477709999999995,-1.61395
M.nattereri,55.477709999999995,-1.61395
M.nattereri,51.80632,-0.9353799999999999
M.nattereri,51.89829,-1.19481
M.nattereri,51.99881,-1.48433
M.nattereri,50.916000000000004,-3.07538
M.nattereri,50.916000000000004,-3.07538
M.nattereri,54.0936,-0.46484
M.nattereri,56.51,-5.36
M.nattereri,50.88261,0.18073
M.nattereri,53.17717,-1.6797799999999998
M.nattereri,52.793459999999996,-0.7483
M.nattereri,52.55239,-0.9174100000000001
M.nattereri,52.5833,0.57418
M.nattereri,50.57805,-4.11285
